acc_x,acc_y,acc_z,label
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
-0.1,0.3,-0.6,lying
0,0.4,-0.6,lying
0,0.4,-0.6,lying
0,0.4,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.4,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
0,0.3,-0.6,lying
-0.1,0.5,-0.5,lying
-0.1,0.3,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
-0.1,0.2,-0.6,lying
